
"[35.9940329, -78.898619]"
"[48.7595529, -122.4882249]"
"[43.661471, -70.2553259]"
"[37.6922361, -97.3375448]"
"[30.267153, -97.7430608]"
"[41.6005448, -93.6091064]"
"[28.0225206, -81.6192432]"
"[42.3584308, -71.0597732]"
"[37.3393857, -121.8949555]"
"[36.0726355, -79.7919754]"
"[33.0145673, -97.0969552]"
"[39.9606643, -75.6054882]"
"[33.4483771, -112.0740373]"
"[32.7830556, -96.8066667]"
"[37.775, -122.4194444]"
"[32.8140177, -96.9488945]"
"[26.7153425, -80.0533746]"
"[48.421216, -122.3340474]"
"[32.7765656, -79.9309216]"
"[34.0007104, -81.0348144]"
"[34.8526176, -82.3940105]"
"[43.2081366, -71.5375718]"
"[42.9956397, -71.4547891]"
"[30.0971621, -95.6160549]"
"[42.7653662, -71.467566]"
"[26.7153425, -80.0533746]"
"[46.7323875, -117.0001651]"
"[30.267153, -97.7430608]"
"[40.7989473, -81.378447]"
"[40.7989473, -81.378447]"
"[30.4507462, -91.154551]"
"[32.7830556, -96.8066667]"
"[26.7153425, -80.0533746]"
"[32.7830556, -96.8066667]"
"[34.9387279, -82.2270569]"


"[26.7153425, -80.0533746]"
"[32.7153292, -117.1572551]"
"[32.7153292, -117.1572551]"
"[29.4241219, -98.4936282]"
"[29.4241219, -98.4936282]"
"[29.4241219, -98.4936282]"
"[48.421216, -122.3340474]"
"[43.7232522, -111.1113326]"
"[32.7153292, -117.1572551]"
"[42.2528649, -73.790959]"
"[46.7323875, -117.0001651]"


"[28.0836269, -80.6081089]"





"[33.4483771, -112.0740373]"
"[46.7323875, -117.0001651]"
"[38.5815719, -121.4943996]"

"[43.6135002, -116.2034505]"
"[46.4165506, -117.0176569]"
"[33.6694649, -117.8231107]"
"[44.8877401, -94.3697057]"
"[41.9270367, -73.9973608]"
"[39.9611755, -82.9987942]"
"[29.4241219, -98.4936282]"
"[46.7323875, -117.0001651]"
"[40.0378755, -76.3055144]"
"[46.7323875, -117.0001651]"
"[40.0378755, -76.3055144]"
"[32.6209775, -83.5999048]"

"[37.247206, -112.664377]"
"[37.247206, -112.664377]"
"[37.247206, -112.664377]"
"[38.5815719, -121.4943996]"
"[38.8951118, -77.0363658]"
"[38.8951118, -77.0363658]"
"[38.8951118, -77.0363658]"
"[33.0203211, -117.202813]"
"[40.0378755, -76.3055144]"

"[39.7083789, -91.3584816]"
"[33.4483771, -112.0740373]"
"[30.3321838, -81.655651]"
"[28.0836269, -80.6081089]"
"[27.8005828, -97.396381]"
"[40.0455918, -86.0085955]"
"[46.7323875, -117.0001651]"
"[46.7323875, -117.0001651]"
"[34.9387279, -82.2270569]"
"[40.7325997, -73.4454009]"

"[41.8889194, -87.9033956]"

"[46.2112458, -119.1372338]"
"[44.7930232, -89.7031784]"
"[44.7930232, -89.7031784]"
"[44.7930232, -89.7031784]"
"[38.7509488, -77.4752667]"
"[38.7509488, -77.4752667]"
"[40.75839, -82.5154471]"
"[36.0726355, -79.7919754]"
"[32.2217429, -110.926479]"
"[40.0378755, -76.3055144]"
"[26.7153425, -80.0533746]"
"[39.0916586, -104.872758]"
"[39.0916586, -104.872758]"
"[39.0916586, -104.872758]"

"[42.4594803, -83.1827051]"
"[42.4594803, -83.1827051]"
"[42.4594803, -83.1827051]"
"[36.5297706, -87.3594529]"
"[32.7153292, -117.1572551]"
"[32.7153292, -117.1572551]"
"[47.6587803, -117.4260466]"
"[34.9387279, -82.2270569]"
"[45.7809491, -122.5334307]"

"[28.7588833, -81.3178446]"
"[39.0997266, -94.5785667]"
"[38.8951118, -77.0363658]"

"[38.8951118, -77.0363658]"
"[35.1495343, -90.0489801]"
"[39.9611755, -82.9987942]"
"[33.4483771, -112.0740373]"
"[44.9799654, -93.2638361]"
"[40.7142691, -74.0059729]"
"[33.6378183, -112.020704]"






"[33.1192068, -117.086421]"
"[32.7092955, -96.0083018]"
"[34.0007104, -81.0348144]"
"[44.1635775, -93.9993996]"

"[41.9200472, -84.6305101]"
"[30.1579935, -95.4893845]"
"[47.5403732, -122.6362492]"
"[47.6732281, -117.2393748]"

"[35.870619, -88.1458719]"
"[35.9250637, -86.86889]"
"[37.9886892, -84.4777153]"

"[41.850033, -87.6500523]"
"[33.1567863, -94.968269]"
"[38.8951118, -77.0363658]"
"[38.8951118, -77.0363658]"
"[38.8951118, -77.0363658]"
"[44.1635775, -93.9993996]"

"[38.2542376, -85.759407]"
"[41.673642, -88.0017261]"
"[33.4483771, -112.0740373]"
"[33.4483771, -112.0740373]"
"[33.4483771, -112.0740373]"
"[33.4483771, -112.0740373]"
"[33.4483771, -112.0740373]"
"[33.4483771, -112.0740373]"
"[33.4483771, -112.0740373]"
"[33.4483771, -112.0740373]"
"[33.4483771, -112.0740373]"
"[38.8951118, -77.0363658]"
"[33.4483771, -112.0740373]"
"[33.4483771, -112.0740373]"
"[42.331427, -83.0457538]"
"[41.6005448, -93.6091064]"
"[37.5537575, -77.4602617]"
"[37.5537575, -77.4602617]"
"[33.5206608, -86.80249]"
"[30.267153, -97.7430608]"
"[33.4483771, -112.0740373]"
"[40.5852602, -105.084423]"
"[35.4675602, -97.5164276]"
"[30.4507462, -91.154551]"


"[35.4675602, -97.5164276]"

"[36.0998596, -80.244216]"
"[32.7830556, -96.8066667]"

"[37.2707012, -76.634677]"
"[38.8951118, -77.0363658]"
"[38.8951118, -77.0363658]"
"[37.2707012, -76.634677]"

"[46.7323875, -117.0001651]"
"[32.7830556, -96.8066667]"
"[39.7391536, -104.9847034]"
"[40.6628796, -73.551516]"
"[40.6628796, -73.551516]"
"[40.6628796, -73.551516]"
"[33.0890094, -96.8863922]"
"[47.9789848, -122.2020794]"

"[46.7323875, -117.0001651]"
"[43.6954424, -116.3540138]"
"[40.0378755, -76.3055144]"
"[38.9181671, -78.1944446]"
"[46.4165506, -117.0176569]"
"[43.6954424, -116.3540138]"
"[30.267153, -97.7430608]"
"[41.6005448, -93.6091064]"
"[30.267153, -97.7430608]"
"[37.9886892, -84.4777153]"
"[38.8951118, -77.0363658]"
"[39.7683765, -86.1580423]"
"[25.7742658, -80.1936589]"
"[30.267153, -97.7430608]"
"[26.8233946, -80.1386547]"
"[26.8233946, -80.1386547]"
"[40.1573169, -76.3069014]"
"[40.0378755, -76.3055144]"
"[28.0186323, -82.1128641]"
"[28.0186323, -82.1128641]"
"[42.7653662, -71.467566]"
"[33.5261365, -117.6238946]"
"[46.7323875, -117.0001651]"

"[43.4252776, -88.1834277]"
"[33.3628228, -112.169317]"


"[46.7323875, -117.0001651]"
"[46.4165506, -117.0176569]"
"[43.4252776, -88.1834277]"
"[43.4252776, -88.1834277]"

